ticker,entry_date,entry_price,qty,exit_date,exit_price,pnl,pnl_pct,reason
MAZDOCK.NS,2024-04-01,982.71630859375,548,2024-04-03,1020.5506164550782,20733.20070800779,3.849972523145395,Target Hit
KNRCON.NS,2024-04-02,261.1271667480469,743,2024-04-15,248.5024555463595,-9380.160422853718,-4.834698495338306,Stop Loss
ADANIPORTS.NS,2024-05-02,1321.0587158203125,809,2024-05-03,1320.7946655273438,-213.61668701167218,-0.019987778726756306,Stop Loss
NCC.NS,2024-05-14,245.1895294189453,1462,2024-05-16,259.88441467285156,21483.922241210938,5.993276013347904,Target Hit
MAZDOCK.NS,2024-05-14,1146.1749267578125,321,2024-05-16,1213.027099609375,21459.547485351562,5.832632636683773,Target Hit
GRSE.NS,2024-05-14,971.9797973632812,24,2024-05-17,1061.6714660644532,2152.600048828128,9.227729726943016,Target Hit
BEML.NS,2024-05-13,1814.2694091796875,100,2024-05-21,2027.9896606445313,21372.025146484375,11.77996224725391,Target Hit
COCHINSHIP.NS,2024-05-14,1325.921630859375,103,2024-05-21,1532.7215087890627,21300.387426757836,15.59668936056603,Target Hit
PNCINFRA.NS,2024-05-17,455.2271728515625,569,2024-05-22,495.16355895996094,22723.80369567871,8.77284760007519,Target Hit
IRB.NS,2024-06-03,35.85900115966797,5503,2024-06-04,33.71637754440307,-11790.85775480271,-5.975134682989404,Stop Loss
NCC.NS,2024-06-05,280.5832214355469,713,2024-06-07,313.2897018432617,23319.720530700666,11.656605922613183,Target Hit
HAL.NS,2024-06-06,4557.6279296875,180,2024-06-07,4524.6270751953125,-5940.15380859375,-0.7240796089831372,Stop Loss
PNCINFRA.NS,2024-06-06,527.1864624023438,276,2024-06-11,496.21164750988413,-8549.048910318845,-5.875495123928257,Stop Loss
IRCON.NS,2024-06-11,264.01019287109375,1558,2024-06-19,256.4642578125,-11756.566821289016,-2.8581983811049736,Stop Loss
KNRCON.NS,2024-07-09,368.31256103515625,1218,2024-07-10,358.7093078613281,-11696.76236572268,-2.6073650995876547,Stop Loss
BEML.NS,2024-06-14,2327.344482421875,49,2024-07-18,2342.6106365108462,748.0415503595868,0.6559473341516223,Stop Loss
HGINFRA.NS,2024-07-16,1768.696533203125,253,2024-07-18,1722.9679870605469,-11569.322174072266,-2.5854376533301235,Stop Loss
ADANIPORTS.NS,2024-07-23,1493.7564697265625,497,2024-07-24,1471.3752990722655,-11123.441815185593,-1.4983145584898403,Stop Loss
LT.NS,2024-07-25,3551.0244140625,205,2024-07-26,3541.5683349609376,-1938.4962158203125,-0.26629158234213335,Stop Loss
NCC.NS,2024-07-23,327.06463623046875,1221,2024-07-31,345.76371459960933,22831.574688720633,5.717242495139129,Target Hit
HGINFRA.NS,2024-08-21,1612.3341064453125,453,2024-08-22,1586.966326904297,-11491.604132080101,-1.5733574970353765,Stop Loss
HAL.NS,2024-09-03,4732.498046875,96,2024-09-06,4669.638414435132,-6034.5247142273,-1.3282547994156209,Stop Loss
BEML.NS,2024-09-04,2026.59130859375,105,2024-09-06,1963.2367240814465,-6652.231373791874,-3.1261648189079256,Stop Loss
KNRCON.NS,2024-09-04,348.5521545410156,1357,2024-09-09,344.3344068908287,-5723.483561303699,-1.2100764821669279,Stop Loss
HGINFRA.NS,2024-09-13,1555.9049072265625,579,2024-09-16,1594.6445556640624,22430.256445312407,2.4898467931792942,Target Hit
GRSE.NS,2024-09-20,1831.8350830078125,31,2024-09-23,1774.1352478027343,-1788.6948913574233,-3.1498378724321054,Stop Loss
IRB.NS,2024-09-20,31.11924934387207,34903,2024-09-24,30.79143123626709,-11441.835409736494,-1.0534254987404754,Stop Loss
KNRCON.NS,2024-09-24,342.5125427246094,2363,2024-09-26,338.3866721488761,-9749.432170457789,-1.2045896313498297,Stop Loss
PNCINFRA.NS,2024-10-10,442.33282470703125,2534,2024-10-11,438.81509857177736,-8913.918026733445,-0.7952668078801992,Stop Loss
GRSE.NS,2024-10-15,1751.1322021484375,180,2024-10-18,1708.2955270811744,-7710.601512107358,-2.446227361629661,Stop Loss
BEL.NS,2024-10-29,279.86181640625,2855,2024-10-30,287.5971557617188,22084.393859863398,2.763985260583066,Target Hit
LT.NS,2024-10-31,3554.115234375,86,2024-11-13,3499.953167326761,-4657.937766148534,-1.5239254632035955,Stop Loss
BEL.NS,2024-11-25,288.44561767578125,1755,2024-11-27,301.3016235351563,22562.29028320324,4.456994688622893,Target Hit
NCC.NS,2024-11-25,292.130615234375,1166,2024-11-27,286.48983001708984,-6577.155563354492,-1.9309120383563978,Stop Loss
KNRCON.NS,2024-11-13,307.2076416015625,895,2024-11-29,332.28064880371096,22440.34144592285,8.161583179192935,Target Hit
ADANIPORTS.NS,2024-12-03,1277.02880859375,390,2024-12-05,1247.061590576172,-11687.21502685541,-2.3466360207313994,Stop Loss
IRCON.NS,2024-11-27,206.0963592529297,1372,2024-12-06,222.95679168701173,23132.51329956058,8.180849237317316,Target Hit
GRSE.NS,2024-12-27,1674.081787109375,542,2024-12-30,1658.484071768583,-8453.961714709294,-0.9317176413300882,Stop Loss
PNCINFRA.NS,2024-12-26,329.4541320800781,800,2025-01-03,320.7212487431431,-6986.306669548008,-2.6507129480507983,Stop Loss
KNRCON.NS,2024-12-30,340.6648864746094,1442,2025-01-06,333.34061387274403,-10561.60109188984,-2.149993407791751,Stop Loss
BDL.NS,2025-01-16,1192.6011962890625,383,2025-01-17,1252.2930053710938,22861.96287841798,5.005177696263454,Target Hit
IRCON.NS,2025-01-16,215.14491271972656,896,2025-01-22,203.97435329553542,-10008.821244075254,-5.1921094870336235,Stop Loss
RVNL.NS,2025-01-17,421.54119873046875,872,2025-01-22,410.18091388172434,-9906.168388105114,-2.6949405853941464,Stop Loss
MAZDOCK.NS,2025-01-28,2301.576904296875,154,2025-01-31,2449.8857543945314,22839.562915039074,6.443792941299272,Target Hit
BEML.NS,2025-01-31,1904.7923583984375,117,2025-02-01,1805.1768127441405,-11655.018841552752,-5.2297325330543885,Stop Loss
IRCON.NS,2025-01-31,216.14053344726562,682,2025-02-01,198.96047286987306,-11716.801313781732,-7.94856027390355,Stop Loss
LT.NS,2025-01-31,3500.248291015625,228,2025-02-01,3450.556787109375,-11329.66289062507,-1.4196565436171364,Stop Loss
COCHINSHIP.NS,2025-01-31,1519.1041259765625,2,2025-02-01,1448.5494506835937,-141.1093505859376,-4.6444923745837645,Stop Loss
GRSE.NS,2025-03-07,1375.4891357421875,266,2025-03-10,1332.8958923339844,-11329.80274658202,-3.0965888643839112,Stop Loss
COCHINSHIP.NS,2025-03-07,1327.849609375,248,2025-03-10,1282.1520263671875,-11333.000585937465,-3.4414727906815865,Stop Loss
BDL.NS,2025-03-07,1130.7158203125,177,2025-03-21,1258.884655761719,22685.883874511754,11.335194320868037,Target Hit
RVNL.NS,2025-03-19,349.6201477050781,1168,2025-03-21,368.8830963134766,22499.12397460942,5.509679214668065,Target Hit
KNRCON.NS,2025-03-19,242.94969177246094,533,2025-03-26,231.42687196090685,-6141.662959558322,-4.742883074882016,Stop Loss
BEML.NS,2025-03-19,1360.94189453125,128,2025-03-27,1536.6789428710936,22494.342187499977,12.912898709784578,Target Hit
ADANIPORTS.NS,2025-04-11,1154.048095703125,1018,2025-04-15,1156.83291015625,2834.9411132810637,0.24130835304815593,Target Hit
PNCINFRA.NS,2025-04-15,270.8190612792969,1627,2025-04-23,285.30565032958987,23569.68038482667,5.349176303123248,Target Hit
MAZDOCK.NS,2025-04-15,2637.097900390625,92,2025-04-25,2578.8632998413273,-5357.58325053539,-2.208283603755159,Stop Loss
GRSE.NS,2025-04-28,1737.3973388671875,169,2025-04-29,1878.6800170898437,23876.77261962887,8.13185763912674,Target Hit
COCHINSHIP.NS,2025-04-28,1493.1038818359375,168,2025-04-29,1634.8100219726562,23806.63154296874,9.490708708256468,Target Hit
IRCON.NS,2025-05-05,156.5446319580078,6339,2025-05-06,154.58167114257813,-12443.208609008696,-1.2539304547703851,Stop Loss
RVNL.NS,2025-05-12,355.35406494140625,3209,2025-05-13,351.5157974243164,-12317.000462341355,-1.0801248376665522,Stop Loss
PNCINFRA.NS,2025-05-16,279.6517639160156,910,2025-06-02,283.4027601466726,3413.4065698978666,1.3413096982229251,Stop Loss
LT.NS,2025-06-20,3626.577880859375,337,2025-06-23,3598.9886840820313,-9297.559313964797,-0.7607501530011515,Stop Loss
KNRCON.NS,2025-06-25,230.3857421875,711,2025-07-02,217.89714478488767,-8879.392753257358,-5.420733628754006,Stop Loss
PNCINFRA.NS,2025-07-29,318.67523193359375,1142,2025-07-31,308.79031050555625,-11288.580270818842,-3.101879417505957,Stop Loss
NCC.NS,2025-08-07,216.8455352783203,4098,2025-08-08,216.30194778442382,-2227.6215499878163,-0.25067958775300486,Stop Loss
LT.NS,2025-07-30,3629.64794921875,84,2025-08-19,3578.6444329502065,-4284.295366557664,-1.4051918252711446,Stop Loss
IRCON.NS,2025-09-02,172.99810791015625,1831,2025-09-04,168.35196636676318,-8507.08516595274,-2.6856603228319607,Stop Loss
BEML.NS,2025-09-02,2032.565673828125,239,2025-09-04,2001.7283406616218,-7370.122626794269,-1.5171629415754289,Stop Loss
COCHINSHIP.NS,2025-09-02,1728.38623046875,222,2025-09-04,1698.0313842704325,-6738.7758560265065,-1.7562536465061493,Stop Loss
PNCINFRA.NS,2025-09-05,312.4374694824219,1919,2025-09-09,306.7291408273332,-10954.282689115149,-1.827030754200185,Stop Loss
BEML.NS,2025-09-05,2035.357421875,246,2025-09-12,2129.825329589844,23239.10529785161,4.641342434481054,Target Hit
GRSE.NS,2025-09-12,2569.235107421875,112,2025-09-16,2463.3426513671875,-11859.955078125,-4.121555701492277,Stop Loss
HGINFRA.NS,2025-09-15,1002.9747924804688,1,2025-09-16,1038.9281433105468,35.95335083007808,3.5846714293946937,Target Hit
BEL.NS,2025-09-10,385.8811340332031,927,2025-09-17,410.7095947265625,23015.98306274414,6.434225076995605,Target Hit
COCHINSHIP.NS,2025-09-12,1737.612548828125,174,2025-09-17,1874.0559448242188,23741.150903320347,7.852348677391497,Target Hit
PNCINFRA.NS,2025-09-17,308.6947937011719,2009,2025-09-19,305.99298739081144,-5427.9288775140885,-0.8752354641186051,Stop Loss
BDL.NS,2025-09-12,1560.3121337890625,146,2025-09-24,1552.282370146601,-1172.3454917993804,-0.514625469390027,Stop Loss
KNRCON.NS,2025-09-17,204.0800018310547,1782,2025-09-25,202.00251136180344,-3702.0880162057,-1.0179784646273482,Stop Loss
IRCON.NS,2025-10-07,181.16879272460938,2078,2025-10-09,175.38920822143555,-12009.976597595203,-3.1901655998554013,Stop Loss
IRB.NS,2025-10-10,21.531635284423828,25619,2025-10-13,21.06737518310547,-11893.879535675049,-2.156176691578132,Stop Loss
NCC.NS,2025-10-15,208.47193908691406,5648,2025-10-16,206.69536666870118,-10034.081018066267,-0.852187793711745,Stop Loss
BDL.NS,2025-10-17,1534.536376953125,760,2025-10-20,1532.2944030761719,-1703.900146484375,-0.14610105766307355,Stop Loss
COCHINSHIP.NS,2025-10-24,1815.8486328125,159,2025-10-27,1805.7057800292969,-1612.7135925292969,-0.5585736938597816,Stop Loss
BDL.NS,2025-10-24,1538.522216796875,569,2025-10-28,1524.5349779395667,-7958.738909808453,-0.9091346686191555,Stop Loss
ADANIPORTS.NS,2025-10-29,1448.694580078125,505,2025-11-03,1430.7223240873727,-9075.989275329863,-1.2405828142038744,Stop Loss
BEML.NS,2025-10-30,2211.73193359375,191,2025-11-03,2181.9640382087337,-5685.668018538097,-1.3459088297670694,Stop Loss
BEL.NS,2025-10-31,423.7184753417969,5,2025-11-06,408.70288337372733,-75.07795984034783,-3.543766165956555,Stop Loss
HAL.NS,2025-11-10,4740.72607421875,165,2025-11-11,4804.70400390625,10556.358398437616,1.3495386294396683,Target Hit
GRSE.NS,2025-11-10,2669.342041015625,134,2025-11-12,2838.587915039063,22678.94711914065,6.340359212978319,Target Hit
COCHINSHIP.NS,2025-11-12,1783.6981201171875,658,2025-11-13,1640.3652960253255,-94312.99825244513,-8.03571089049783,Stop Loss
IRB.NS,2025-11-17,22.092124938964844,35356,2025-11-18,21.786584758758544,-10802.678611373994,-1.3830275767968654,Stop Loss
LT.NS,2025-12-12,4034.69189453125,222,2025-12-18,3986.5172485351563,-10694.771411132766,-1.194010528075043,Stop Loss
KNRCON.NS,2025-12-22,157.5,1931,2025-12-24,168.46599731445315,21175.34081420902,6.962537977430568,Target Hit
COCHINSHIP.NS,2025-12-22,1662.44287109375,214,2025-12-30,1621.4986122556381,-8762.071391355945,-2.462897194847601,Stop Loss
BDL.NS,2025-12-24,1475.9449462890625,263,2025-12-30,1436.6486007385697,-10334.938879779598,-2.6624533421314087,Stop Loss
BEML.NS,2026-01-28,1814.081787109375,320,2026-01-29,1781.0232299804688,-10578.73828125,-1.8223300274450678,Stop Loss
RVNL.NS,2026-01-28,340.366943359375,2,2026-01-29,337.8278549194336,-5.07817687988279,-0.7459856162531358,Stop Loss
GRSE.NS,2026-01-28,2511.729248046875,89,2026-01-30,2714.4764160156246,18044.497949218727,8.072015251102654,Target Hit
COCHINSHIP.NS,2026-01-28,1619.143310546875,158,2026-02-02,1556.289144727919,-9930.95819939507,-3.881939628785965,Stop Loss
BEML.NS,2026-01-30,1789.948486328125,453,2026-02-02,1695.3103741696862,-42871.06480777275,-5.2871975300573055,Stop Loss
PNCINFRA.NS,2026-02-05,232.52000427246094,2354,2026-02-06,228.19149932861328,-10189.30063781736,-1.861562387886255,Stop Loss
BEML.NS,2026-02-09,1756.3414306640625,493,2026-02-10,1739.2487915039062,-8426.671105957008,-0.9731956931456986,Stop Loss
ADANIPORTS.NS,2026-02-03,1524.3756103515625,91,2026-02-19,1502.9141471705236,-1952.9931494745251,-1.407885499826984,Stop Loss
MAZDOCK.NS,2026-03-05,2348.2607421875,423,2026-03-06,2387.231713867188,16484.721020507975,1.6595674824161497,Target Hit
GRSE.NS,2026-03-06,2523.199951171875,133,2026-03-09,2447.4650024414063,-10072.748181152332,-3.001543682469331,Stop Loss
IRB.NS,2026-03-30,22.033931732177734,6779,2026-04-02,20.751074044406117,-8696.492265403795,-5.822191442565687,Stop Loss
GRSE.NS,2026-04-01,2359.300048828125,220,2026-04-02,2302.0,-12606.0107421875,-2.4286884941398696,Stop Loss
IRB.NS,2026-04-10,21.556230545043945,13616,2026-04-13,20.836446952819824,-9800.573391723621,-3.3390976716456007,Stop Loss
IRB.NS,2026-05-21,22.730579376220703,6334,2026-05-29,21.2929286486385,-9106.079708505655,-6.324742998351285,Stop Loss
LT.NS,2026-06-12,4049.300048828125,105,2026-06-16,4231.825268554688,19165.148071289062,4.507574581423909,Target Hit
COCHINSHIP.NS,2026-06-17,1500.199951171875,280,2026-06-18,1465.2999938964845,-9771.988037109375,-2.3263537135918897,Stop Loss
PNCINFRA.NS,2026-06-17,213.13999938964844,2005,2026-06-19,222.91599731445314,19600.8758392334,4.5866556971002215,Target Hit
BEL.NS,2026-06-17,419.28082275390625,317,2026-06-23,434.2904754638672,4758.059909057629,3.5798567202227556,Target Hit
MAZDOCK.NS,2026-06-30,2492.10107421875,273,2026-07-03,2564.9496093750004,19887.650097656297,2.9231773907519982,Target Hit
COCHINSHIP.NS,2026-06-30,1507.9000244140625,172,2026-07-07,1451.199951171875,-9752.41259765625,-3.7602010958398866,Stop Loss
RVNL.NS,2026-08-03,232.1763153076172,1565,2026-08-05,227.54351806366608,-7250.32768678345,-1.995378916153854,Stop Loss
KNRCON.NS,2026-08-03,126.52999877929688,1835,2026-08-05,131.64199447631836,9380.512104034424,4.040145219584022,Target Hit
HGINFRA.NS,2026-08-06,550.2835693359375,349,2026-08-07,546.0515777587891,-1476.9650604247872,-0.7690565034052177,Stop Loss
IRCON.NS,2026-08-03,131.8800048828125,3105,2026-08-10,129.8327328321971,-6356.779717160796,-1.5523748671639666,Stop Loss
BEML.NS,2026-08-07,1787.800048828125,106,2026-08-10,1823.1101562499998,3742.8713867187325,1.9750590925993128,Target Hit
BDL.NS,2026-08-06,1299.0,312,2026-08-13,1363.57998046875,20148.953906249953,4.971515047632783,Target Hit
GRSE.NS,2026-08-13,2632.300048828125,233,2026-08-17,2601.907754455393,-7081.404588846606,-1.1545908068596729,Stop Loss
